Type	Genus	Tube colour	Botanical name	Common name	States	NW	LE	NU	GT	FR	EA	EP	NL	MU	YP	SL	KI	SE	Height (m)	Spread (m)	Rain (mm)	Soil texture	Soil pH	Frost	Flower colour	Flower (time)	License	Attribution link	Attribution Label
Groundcover	Pultenaea	G	'Pyalong Gold'	cultivar of P.pedunculata															0.1	1-3	500	"Sa,Lo,Cl"	AN	M	Y	"W,Sp"	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Groundcover	Rhagodia	B	spinescens 	creeping saltbush	all states ex T	I	I	I	I	I	I	I	I	I	I	E			0.5	2-3	300	"Sa,Lo,Cl,Li"	ANC	R	I	"A,W"	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Groundcover	Scaevola	G	aemula	fairy fan flower	all states ex NT				I			I		R		E	I		0.3-0.5	0.3-1	500	"Sa,Lo,Cl"	AN/C	M	"Pk,B"	F	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Groundcover	Scaevola	G	albida	small fruited fan flower	"SA,Q,N,V,T"					I			I		V	I	I	I	0.3-0.6	0.6-1	500	"Sa,Lo,Cl"	AN/C	R	W	F	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Groundcover	Scaevola	G	albida Marion Bay form	small fruited fan flower	SA										V				0.3-0.6	0.6-1	500	"Sa,Lo,Cl"	ANC	M	Pu/B	F	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Groundcover	Scaevola	G	calendulacea	dune fan flower	"SA,Q,V,N"											E		E	0.4	1	500	"Sa,Lo"	ANC	M	B	F	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Groundcover	Scaevola	G	hookeri	alpine fan flower	"SA,N,V,T"													E	0.1-0.2	1-1.5	500	"Lo,Cl"	AN	M	W	F	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Groundcover	Scaevola	G	humilis	sandplain fan flower	"SA,Q,N,NT"	R	I		R	I	R	T	I	I	R		I		0.1-0.2	0.2-1.5	300	"Sa,Lo"	ANC	M	Pu	"Sp,S"	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Groundcover	Scaevola	G	'Mauve Clusters'		cultivar														0.2-0.4	1-1.5	500	"Sa,Lo,Cl"	ANC	M	Pu	F	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Groundcover	Viola	G	hederacea	native violet	"SA,Q,N,V,T"						V		V			R	I	I	0.2	1-4	600	"Lo,Cl"	ANC	R	W&Pu	F	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Groundcover	Viola	G	'Baby Blue'	cultivar of V.hederacea	cultivar														0.1	0.5-1	600	"Lo,Cl"	AN/C	M	B	F	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Groundcover	Wahlenbergia	B	stricta ssp stricta	native bluebells	SA				R	I	R	I	I	R	T	I	I	I	0.3-0.6	0.5-1	450	"Sa,Lo,Cl"	ANC	M	B	F	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Groundcover	Xerochrysum   syn Bracteantha	G	'Diamond Head'	cultivar of X.bracteanthum	cultivar														0.2	0.2-0.6	500	"Sa, Lo"	AN/C	M	Y	F	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Climbers	Billardiera	G	cymosa	sweet apple berry	"SA,V"				I			I		I	V	I	I	I		1-4	500	"Sa,Lo,Cl"	ANC	M	B/Pk	Sp	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Climbers	Clematis	B	microphylla	old man's beard	"SA,Q,N,V,T"	I			R	I	I	I	I	I	I	I	I	I		2-4	350	"Sa,Lo,Cl,Li"	ANC	M	W	"W,S"	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Climbers	Hardenbergia	B	comptoniana	native sarsarparilla	W															2-4	600	"Sa, Lo, Cl"	AN/C	S	Pu	"W, Sp"	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Climbers	Hardenbergia	B	comptoniana alba	white form of the above	W															2-4	600	"Sa, Lo, Cl"	AN/C	M	W	"W,Sp"	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Climbers	Hardenbergia	G	 'Happy Wanderer'	cultivar of H.violacea	cultivar															2-4	500	"Sa, Lo, Cl"	ANC	M	Pu	"W,Sp"	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Climbers	Hardenbergia	B	violacea Climbing form	native lilac	"SA,Q,N,V,T"					R		T	R	R	R	I	R	I	1.5-2	2-3	500	"Sa, Lo, Cl"	ANC	M	Pu	"W, Sp"	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Climbers	Hibbertia	G	scandens	snake vine	"Q,N,NT"															3-4	550	"Sa, Lo, Cl"	ANC	M	Y	"W,Sp"	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Climbers	Kennedia	B	coccinea	coral vine	W															2-3	550	"Sa, Lo"	AN/C	S	"O,R"	"W,Sp"	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Climbers	Kennedia	B	macrophylla	Augusta kennedia	W															3	650	"Sa, Lo"	AN	S/M	R	"W, Sp"	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Climbers	Kennedia	B	nigricans	black coral pea	W															8-12	450	"Sa, Lo, Cl"	AN/C	M	Bl&Y	"W,Sp"	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Climbers	Kennedia	B	rubicunda	dusky coral pea	"Q,N,V,T"															8-10	450	"Sa, Lo, Cl"	ANC	M	R	"W,Sp"	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Climbers	Muehlenbeckia	B	adpressa	climbing lignum	"SA,N,V,T,W"		R		R	R		I		R	R	I		I	3-4	3-4	500	"Sa,Lo"	ANC	M	G	Sp	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Climbers	Muehlenbeckia	G	gunnii	coastal lignum	"SA,"							I	V	R	I	I	I	I	3-6	3-6	500	"Sa, Lo,Cl"	ANC	M	Y	Sp	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Climbers	Pandorea 	G	jasminoides	bower of beauty	"Q,N"															3-4	500	"Sa,Lo,Cl"	ANC	M	Pk/W	"W,Sp"	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Climbers	Pandorea 	G	'Lemon Bells'	cultivar of P.pandorana	cultivar															3-8	350	"Sa,Lo,Cl"	ANC	M	Cr/Y	Sp	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Climbers	Pandorea 	G	pandorana	wonga-wonga vine	All states	I														3-8	400	"Sa,Lo,Cl"	ANC	R	Cr/Pk	"W,Sp"	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Climbers	Pandorea 	G	'Ruby Bells'	cultivar of P.pandorana	cultivar															3-8	500	"Sa,Lo,Cl"	ANC	M	Bu	Sp	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Grasses	Aristida 	B	behriana	brush wiregrass	"SA,Q N V"					I	I	R	I	R	I	I			0.15-.3	0.2-0.3	300	Sa Lo Cl	ANC	R	Cr	"Sp,A"	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Grasses	Austrodanthonia  syn. Danthonia	B	caespitosa	common wallaby-grass	"SA,N,V,T,W"	R		I	R	I	I	I	I	I	I	I	I	I	0.2-0.8	0.1-0.3	300	"Sa, Lo, Cl"	ANC	R	Cr	"Sp, S"	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Grasses	Austrodanthonia  syn. Danthonia	B	eriantha	hill wallaby-grass	"SA, N,V"					I	R	V	I	V	I	I		I	0.2-0.7	0.4	300	"Sa,Lo,Cl"	ANC	R	Cr	"W,Sp,S"	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Grasses	Austrodanthonia  syn. Danthonia	B	fulva syn. A. linkii	wallaby-grass	"SA,Q,N,V"					R	R	V	R	V	R	I		R	0.4-0.7	0.5	500	"Sa,Lo,Cl"	ANC	R	Cr	"Sp,S"	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Grasses	Austrodanthonia  syn. Danthonia	B	geniculata	kneed wallaby-grass	"SA,V"					R			R	T	I	I	I	I	0.1-0.5	0.1-0.3	400	"Sa,Lo,Cl"	ANC	R	Cr	"Sp,S,A"	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Grasses	Austrodanthonia  syn. Danthonia	B	pilosa	velvet wallaby-grass	"SA,Q,N,V,T,W"								R			I	I	I	0.2-0.9	0.4	400	"Sa,Lo,Cl"	ANC	R	Cr	"Sp,S"	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Grasses	Austrostipa  syn. Stipa	B	elegantissima	elegant spear-grass	"SA,W,N,V"	R		I	I	I	I	I	I	I	I	I	T	R	1	1	350	"Sa, Lo, Cl"	ANC	R	G/Br	"W,Sp"	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Grasses	Austrostipa  syn. Stipa	B	mollis	soft spear-grass	SA				R	R	R	I	I	I	R	I	I	I	1	0.5	350	"Sa,Lo,Cl"	ANC	R	G/Br	"W,Sp"	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Grasses	Austrostipa  syn. Stipa	B	nitida	Balcarra grass	"SA,W,N,NT"	I	I	I	I	I	I	I	I	I	I	I	T	I	0.7	0.5	350	"Sa,Lo"	ANC	R	G/Br	"W,Sp"	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Grasses	Austrostipa  syn. Stipa	B	nodosa	spear-grass	"SA,Q,N,V,T"	I			R	I	I	I	I	I	I	I	T	R	0.5-1	0.5-1	350	"Sa,Lo,Cl"	ANC	R	G/Br	"W,Sp"	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Grasses	Bothriochloa	B	macra	red-leg grass	"SA,Q,N,V"				R	I		R		I		R		R	0.4-0.8	0.4-0.8	300	"Sa,Lo,Cl,Li"	ANC	R	Br	F	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Grasses	Chloris	B	truncata	windmill grass	All states ex T		I		R	I	I		I	R	I	I		I	0.3-0.5	0.2-0.5	350	"Sa, Lo, Cl"	ANC	M	Br	"Sp, S"	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Grasses	Cymbopogon	B	ambiguus	lemon-scented grass	"SA,Q,N,WNT"		I		I	I	I	I	I	V	I	V			0.3-1	0.1-0.5	400	"Sa, Lo, Cl"	ANC	R	Cr	"W, Sp"	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Grasses	Dichanthium	B	sericeum	silky blue grass	all states ex T 		I		R	I	I		I		I	I			0.3-0.8	0.2-0.4	300	"Sa,Lo,Cl"	ANC	R	Br	"W,Sp"	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Grasses	Distichlis	B	distichophylla	emu-grass	"N,V,SA,T"		I		I	R		I	I	I	I	I	R	I	0.4	1-2	350	"Sa,Lo,Cl"	ANC	R	Br	"Sp,S"	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Grasses	Elymus	B	scaber var scaber	common wheat-grass	"SA,N,V,W"			R	R	I	I	T	I	R	I	I	T	I	0.2-1	0.3-0.5	300	"Sa,Lo,Cl"	ANC	R	Cr	"W,Sp"	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Grasses	Enneapogon	B	nigricans	bottle washers	"SA,Q,N,V,W"		I		I	I	I	I	I	I	I	I		I	0.2-0.5	0.5	350	"Sa, Lo,Cl"	ANC	R	Br/Bl	"Sp,S"	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Grasses	Hemarthria	B	uncinata	mat-grass	SA									X		I	I	I	0.2-1	0.5-3	500	"Sa,Lo,Cl,Li"	ANC	M	G	Sp	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Grasses	Microlaena	B	stipoides var. stipoides	weeping rice-grass	All states					R			R			I	R	I	0.1-0.7	0.2-1	400	"Sa, Lo, Cl"	ANC	M	G/Cr	"Sp, S"	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Grasses	Poa	B	labillardieri 	tussock grass 	"Q,N,V,T"					I	R	R	I	I	V	I	I	I	0.3-1	0.3-0.7	400	"Sa, Lo, Cl"	ANC	R	G/Cr	"Sp, S"	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Grasses	Poa	B	poiformis	blue tussock grass	"SA,N,V,T,W"							I			T	I	I	I	0.6-1.2	0.5-1.5	350	"Sa,Lo,Cl"	ANC	R	Cr	"Sp,Su"	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Grasses	Poa	B	sieberiana	grey tussock grass	"SA,Q,N,V,T"													I	0.3-0.8	0.3-0.8	500	"Sa, Lo, Cl"	ANC	M	G/Cr	"Sp, S"	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Grasses	Themeda	B	triandra	kangaroo grass	all states	I	I		R	I	I	R	I	R	I	I		I	0.4-1	0.5	450	"Sa, Lo, Cl"	ANC	R	Br	F	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Grasses	Triodia	B	scariosa	porcupine grass	"SA,N,Q,V,W"	I	I	I	I	I	I	I	I	I	I	I		I	0.6	1	300	"Sa,Lo"	ANC	M	G/Cr	"W,Sp"	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Other Strap-leaved Plants	Anigozanthos	B	flavidus	tall kangaroo paw	W														0.6-2	0.6-1	500	"Sa,Lo,Cl"	ANC	M	Y/R	"Sp,S"	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Other Strap-leaved Plants	Anigozanthos	B	manglesii	red & green kangaroo paw	W														0.6-1	0.6-1	500	"Sa,Lo"	AN	M	R/G	"W,Sp"	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Other Strap-leaved Plants	Anigozanthos	B	viridis	green kangaroo paw	W														0.5	0.5	450	"Sa,Lo"	AN	M	G	"W,Sp"	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Other Strap-leaved Plants	Dianella	B	brevicaulis	native flax-lily	SA				R			I		T	I	I	I	I	0.3-0.5	0.5-2	400	"Sa.Lo,Cl,Li"	ANC	R	B	"Sp,S"	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Other Strap-leaved Plants	Dianella	B	longifolia	smooth flax-lily	All States					V			E	V		I		I	0.5-0.8	0.5-1	400	"Sa,Lo,Cl"	ANC	R	B	"Sp,S"	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Other Strap-leaved Plants	Dianella	B	revoluta	black anther flax-lily	all states ex NT	R			I	I	I	I	I	I	I	I	I	I	0.3-1	0.5-2	400	"Sa,Lo,Cl,Li"	ANC	R	B	"Sp, S"	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Other Strap-leaved Plants	Dianella	B	tasmanica	Tasman flax-lily	"N,V,T"														0.6-1.7	0.5-2	650	"Sa,Lo,Cl"	AN	M	B	"Sp,S"	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Other Strap-leaved Plants	Diplarrena	B	moraea	butterfly flag	"N,V,T"														0.3-0.6	0.5-1	550	"Sa,Lo,Cl"	ANC	R	W	"Sp,S"	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Other Strap-leaved Plants	Doryanthes	B	palmeri	spear-lily	"Q,N"														2-3	2-3	600	"Sa,Lo,Cl"	AN/C	M	R	"Sp,S"	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Other Strap-leaved Plants	Lomandra	B	densiflora	pointed mat-rush	SA					I	R		I	R	T	I			0.2-0.6	0.2-0.6	400	"Sa, Lo, Cl"	ANC	R	Gr	"W,Sp"	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Other Strap-leaved Plants	Lomandra	B	effusa	scented mat-rush	"SA,N,W,V"			I	I	I	I	I	I	I	I	R		I	0.2-0.5	0.2-0.5	400	"Sa, Lo"	ANC	M	Cr/Y	"W,Sp"	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Other Strap-leaved Plants	Lomandra	B	longifolia	spiny headed mat-rush	"SA,Q,N,V"													I	0.5-1	0.5-1	500	"Sa, Lo, Cl"	ANC	R	Cr/Y	"Sp, S"	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Other Strap-leaved Plants	Lomandra	B	micrantha ssp micrantha	small-flowered mat-rush	"SA,W,N,V"							I	I	I	T	I	I	I	0.2-0.8	0.2-0.8	500	"Sa, Lo, Cl"	ANC	R	W	"A,W,Sp"	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Other Strap-leaved Plants	Lomandra	B	multiflora ssp dura	many-flowered mat-rush	"SA,N"					I	I		I	R	I	I			0.2-0.8	0.75	400	"Sa, Lo, Cl"	ANC	R	Cr/Y	"W,Sp,S"	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Other Strap-leaved Plants	Orthrosanthus	B	multiflorus	morning iris	"SA,V,W"							V				E	I		0.3-0.6	0.4-1	450	"Sa,Lo,Cl"	ANC	M	B	Sp	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Other Strap-leaved Plants	Patersonia	B	occidentalis	long purple flag	"SA,V,T,W"											I	I	R	0.5	0.5	500	"Lo, Cl"	AN	M	Pu	Sp	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Other Strap-leaved Plants	Xanthorrhoea	B	australis	Austral grass tree	"SA,N,V,T,Q"													I	0.5-2	0.6-1	500	"Sa, Lo,Cl"	ANC	R	W	"W,Sp,S"	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Other Strap-leaved Plants	Xanthorrhoea	B	caespitosa		SA													I	1-2	1-2	350	"Sa,Lo,Cl"	ANC	M	Cr	Sp	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Other Strap-leaved Plants	Xanthorrhoea	B	preissii	western grass tree	W														1-2	1	400	"Sa,Lo"	AN	R	W	Sp	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Other Strap-leaved Plants	Xanthorrhoea	B	quadrangulata	Mount Lofty grass tree	SA		I			I	R		I		R	I			1-2.5	0.5-1.5	450	"Sa, Lo, Cl"	AN	R	Cr	"A, W"	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Other Strap-leaved Plants	Xanthorrhoea	B	semiplana ssp semiplana	grass tree	SA							T		R	V	I		I	1-3	1-2	450	"Sa, Lo, Cl"	AN	M	Cr	"W, Sp"	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Bulbs and Lilies	Arthropodium 	B	strictum	vanilla lily	"SA,Q,N,V,T"					I	R	R	I	I	I	I	I	I	0.4	0.4	400	"Sa,Lo,Cl"	ANC	M	P	Sp	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Bulbs and Lilies	Bulbine 	B	bulbosa	native leek	"SA,Q,N,V,T,W"					I	R	V	I		R	I		I	0.3	0.3	500	"Sa,Lo,Cl"	ANC	M	Y	Sp	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Bulbs and Lilies	Burchardia	B	umbellata	milkmaids	"SA,Q,N,V,T,W"							R	V	R	X	I	I	I	0.3	0.2	500	"Sa,Lo,Cl"	ANC	M	W	Sp	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Bulbs and Lilies	Calostemma	B	purpureum	purple bells	"SA,Q,N,V"					I	R		I	R	R	I			0.2-0.5	0.2	400	"Sa,Lo,Cl"	ANC	M	"Pk, P"	A	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Aquatic and Riparian Zone Plants	Centella	G	asiatica	pennywort	"SA,Q,N,V,T,W"					V		R		T		I		I	0.1-0.4	0.5-1	500	"Sa,Lo,Cl"	ANC	S	I	Sp	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Aquatic and Riparian Zone Plants	Lobelia 	G	anceps  syn: alata	angled lobelia	"SA,Q,N,V,T"					I		I	I	I		I	I	I	0.1-0.3	0.3-2	500	"Lo,Cl"	AN/C	M	P	"Sp,S"	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Aquatic and Riparian Zone Plants	Marsilea	G	drummondii	nardoo	"SA,Q,N,V,NT,W"	I	I		I	I	I	I	I	I	I	I		I	0.2-0.5	0.5	500	"Sa,Lo,Cl"	ANC	M	I		CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Aquatic and Riparian Zone Plants	Mazus 	G	pumilio	swamp mazus	"SA,Q,N,V,T"													V	0.1	1	600	"Sa,Lo,Cl"	ANC	M	P	"Sp,S"	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Aquatic and Riparian Zone Plants	Mentha 	G	australis	river mint	"SA,Q,N,V,T,NT"				R	E			E	R		I			0.3-0.8	0.3-1.5	600	"Sa,Lo,Cl"	AN	M	W	Sp	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Aquatic and Riparian Zone Plants	Mimulus 	G	repens	creeping monkey flower	"SA,Q,N,V,T,W"		R		R	E	E	R	V	I	E	R	R	I	0.2	1-2	500	"Sa,Lo,Cl"	ANC	M	P	"Sp,S"	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Aquatic and Riparian Zone Plants	Persicaria 	G	decipiens	slender knotweed	All states		I			V				V	R	I		R	0.2-0.5	0.3-1	AQU	"Sa,Lo,Cl"	AN	M	Pk	"W,Sp"	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Rushes and Sedges			Carex																								CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Rushes and Sedges	Carex	B	appressa	tall sedge	All states ex NT					I			R	R	I	I	R	I	1	0.5-1	400	"Sa,Lo,Cl"	ANC	R	Br	"Sp,S"	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Rushes and Sedges	Carex	B	fascicularis	tassel sedge	"SA,Q,N,V,T,W"					E				R		I	R	R	1	1	AQU	"Sa,Lo,Cl"	ANC	R	G	"Sp,S"	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Rushes and Sedges	Carex	B	gunniana	mountain sedge	"SA,V,N,T"					E						R		V	0.2-0.7	0.5-1	AQU	"Sa,Lo,Cl"	ANC	M	Br	"Sp,S"	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Rushes and Sedges	Carex	B	tereticaulis		"All states ex NT,Q"					R		V	R	R		I		I	0.6-1.2	0.6-1	650	"Sa,Lo,Cl"	ANC	R	Br	"Sp,S"	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Rushes and Sedges	Cyperus	B	exaltatus	tall flat sedge	all states ex T	I	I							I					0.3-1	0.3-1	600	"Sa,Lo,Cl"	ANC	R	Br	F	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Rushes and Sedges	Cyperus	B	gunnii		"SA,Q,N,V,T,W"								R	RI		I		R	1-1.5	1	AQU	"Sa,Lo,Cl"	ANC	M	Br	"Sp,S"	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Rushes and Sedges	Cyperus	B	gymnocaulos	spiny flat sedge	all states ex T	I	I		R	I	R	R	I	T	R	I		I	0.2-0.7	0.5-1	400	"Sa,Lo,Cl"	ANC	R	Br	"W,Sp,S"	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Rushes and Sedges	Cyperus	B	vaginatus	flat sedge	all states ex T					I			R	R	R	I	I		0.3-1.5	0.5-1	400	"Sa,Lo,Cl"	ANC	R	Br	"Sp,S,A"	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Rushes and Sedges	Eleocharis	B	acuta	common spike rush	"SA,Q,N,V,T,W"		I		E	I		E	I	I	T	I	E	I	0.3-0.9	2-3	AQU	"Sa,Lo,Cl"	AN/C	M	Br	"Sp,S"	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Rushes and Sedges	Ficinia Syn: Isolepis	B	nodosa	knobby club rush	All states			R				I	I	I	I	I	I	I	0.5-1.5	0.5-2	400	"Sa,Cl,Li,Lo"	ANC	R	Br	F	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Rushes and Sedges	Gahnia	B	filum	chaffy saw sedge	"SA,W,N,V,T"							T	E	R	I	R	I	I	1-1.5	1-1.5	550	"Sa,Lo"	AN/C	R	B	F	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Rushes and Sedges	Gahnia	B	sieberiana	red fruited saw sedge	SA											I	R		1.5-3	1.5-3	500	"Sa,Lo,Cl"	AN	R	B	F	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Rushes and Sedges	Isolepis 	B	inundata	swamp club rush	"SA,Q,N,V,T,W"					R		X		R		I	R	I	0.5	0.5-1	AQU	"Sa,Lo,Cl"	ANC	R	Br	Sp	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Rushes and Sedges	Isolepis 	B	nodosa see Ficinia nodosa																								CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Rushes and Sedges	Juncus	B	kraussii	sea rush	All states		I		R	I	I	I	I	T	I	I	I	I	0.5-1	0.5-1	450	"Sa,Lo,Cl"	ANC	R	Br	F	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Rushes and Sedges	Juncus	B	pallidus	pale rush	All states							R		T		I	I	I	0.5-2	0.5-2	500	"Sa,Lo,Cl"	ANC	R	Br	"Sp,S"	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
